startupId,startupName,referenceURLs,candidateURLs,officialWebsite,status,searchQueries,emails,phones,linkedin,pagesChecked,notes
64784dd1e4b0d597a031e6ec,DYSMECH COMPETENCY SERVICES PRIVATE LIMITED,https://economictimes.indiatimes.com/company/dysmech-competency-services-private-limited/U74999MH2017PTC295875 | https://qorpiq.com/company/dysmech-competency-services-private-limited/U74999MH2017PTC295875 | https://www.companydetails.in/company/dysmech-competency-services-private-limited | https://www.indiafilings.com/search/dysmech-competency-services-private-limited-cin-U74999MH2017PTC295875 | https://www.instafinancials.com/company/dysmech-competency-services-private-limited-U74999MH2017PTC295875 | https://www.instafinancials.com/company/dysmech-competency-services-private-limited/U74999MH2017PTC295875 | https://info.edgeinsights.in/company/Dysmech-Competency-Services-Private-Limited/376473 | https://deepenrich.com/company/e320/dysmech-competency-services-0011sgzv4 | https://mycorporateinfo.com/business/dysmech-competency-services-private-limited | https://www.instafinancials.com/company/dysmech-competency-services-private-limited-U74999MH2017PTC295875/company-overview,https://deepenrich.com/company/e320/dysmech-competency-services-0011sgzv4 | https://info.edgeinsights.in/company/Dysmech-Competency-Services-Private-Limited/376473 | https://mycorporateinfo.com/business/dysmech-competency-services-private-limited | https://www.infyner.com/company/dysmech-competency-services-private-limited/U74999MH2017PTC295875,https://deepenrich.com/company/e320/dysmech-competency-services-0011sgzv4,OFFICIAL_WEBSITE_FOUND,"""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" ""official website"" | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" website | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" Nagpur website | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" Maharashtra website | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" contact | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" ""www."" | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" ""https://""",support@deepenrich.com,"+919783105333, 7047999731, 7525810678, 7817915094, 7870478766, 8921935725, 9160924674, 9219357252, 9219364538",https://www.linkedin.com/company/sarv-com,4,Website found through targeted web search
63ff28bbe4b07770d05f14ce,URECRUIT PRIVATE LIMITED,https://www.companydetails.in/company/urecruit-private-limited | https://www.dnb.com/business-directory/company-profiles.urecruit_private_limited.a24b525f26835b5f983cdf4972fec6df.html | https://www.filesure.in/company/urecruit-private-limited/U80904MH2022PTC384347?tab=about | https://www.instafinancials.com/company/urecruit-private-limited-U80904MH2022PTC384347 | https://www.globalbizreport.com/URECRUIT-PRIVATE-LIMITED/U80904MH2022PTC384347/india/maharashtra/company-business-financial-credit-report | https://www.quickcompany.in/company/urecruit-private-limited,https://www.filesure.in/company/urecruit-private-limited/U80904MH2022PTC384347?tab=about | https://www.quickcompany.in/company/urecruit-private-limited | https://www.workindia.in/jobs/driver-nandanvan-nagpur-4461840/ | https://www.workindia.in/jobs/hr_recruiter-ganeshpeth_colony-nagpur-2973368/ | https://www.globalbizreport.com/URECRUIT-PRIVATE-LIMITED/U80904MH2022PTC384347/india/maharashtra/company-business-financial-credit-report,,NO_OFFICIAL_WEBSITE_FOUND,"""URECRUIT PRIVATE LIMITED"" ""official website"" | ""URECRUIT PRIVATE LIMITED"" website | ""URECRUIT PRIVATE LIMITED"" Nagpur website | ""URECRUIT PRIVATE LIMITED"" Maharashtra website | ""URECRUIT PRIVATE LIMITED"" contact | ""URECRUIT PRIVATE LIMITED"" ""www."" | ""URECRUIT PRIVATE LIMITED"" ""https://""",,,,0,Search completed but no official website could be confidently verified
62a30160e4b0520246bf7176,Flying Hippo Media Private Limited,https://www.indiafilings.com/search/flying-hippo-media-private-limited-cin-U74999MH2020PTC344338 | https://www.dnb.com/business-directory/company-profiles.flying_hippo_media_private_limited.b3ff405a33352cd5ce6ff6c21ccfd089.html | https://www.instafinancials.com/company/flying-hippo-media-private-limited-U74999MH2020PTC344338/index.html | https://opencorporates.com/companies/in/U74999MH2020PTC344338 | https://yappe.in/maharashtra/nagpur/flying-hippo-media-private-limited/1702256 | https://www.knowyourgst.com/gst-number-search/flying-hippo-media-private-limited-27AAECF2003P1ZN/,https://yappe.in/maharashtra/nagpur/flying-hippo-media-private-limited/1702256 | https://opencorporates.com/companies/in/U74999MH2020PTC344338,https://yappe.in/maharashtra/nagpur/flying-hippo-media-private-limited/1702256,OFFICIAL_WEBSITE_FOUND,"""Flying Hippo Media Private Limited"" ""official website"" | ""Flying Hippo Media Private Limited"" website | ""Flying Hippo Media Private Limited"" Nagpur website | ""Flying Hippo Media Private Limited"" Maharashtra website | ""Flying Hippo Media Private Limited"" contact | ""Flying Hippo Media Private Limited"" ""www."" | ""Flying Hippo Media Private Limited"" ""https://""",,"7700200909, 7817915094, 7870480532, 7870480544, 8234875739, 8353162327, 8975283668, 9720045895",,2,Website found through targeted web search
6200bc0ae4b0e4f8d26130c0,DUSKLINE INFRASTRUCTURES PRIVATE LIMITED,https://www.dnb.com/business-directory/company-profiles.duskline_infrastructures_private_limited.2d0ff031771ab7bf9205f4369ece7b2d.html | https://www.emis.com/php/company-profile/IN/Duskline_Infrastructures_Private_Limited_en_6795711.html | https://www.filesure.in/company/duskline-infrastructures-private-limited/U74999MH2015PTC263532?tab=about | https://indiatradezone.com/company/729281-duskline-infrastructures-private-limited | https://info.edgeinsights.in/company/Duskline-Infrastructures-Private-Limited/184532 | https://connect2india.com/DUSKLINE-INFRASTRUCTURES-PRIVATE-LIMITED/1447345/contact-details,https://info.edgeinsights.in/company/Duskline-Infrastructures-Private-Limited/184532 | https://indiatradezone.com/company/729281-duskline-infrastructures-private-limited | https://connect2india.com/DUSKLINE-INFRASTRUCTURES-PRIVATE-LIMITED/1447345/contact-details,https://info.edgeinsights.in/company/Duskline-Infrastructures-Private-Limited/184532,OFFICIAL_WEBSITE_FOUND,"""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" ""official website"" | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" website | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" Nagpur website | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" Maharashtra website | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" contact | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" ""www."" | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" ""https://""",info@edgeinsights.in,"6166889970, 8321818279, 8365360618, 9036101181, 9112445742",https://www.linkedin.com/company/mosaicdigital/about/,3,Website found through targeted web search
61c6d907e4b041b4edd51037,AARMART ECOMMERCE LLP,https://www.dnb.com/business-directory/company-profiles.aarmart_ecommerce_llp.c76bb395980000a5d55cc25579b10b95.html | https://www.indiafilings.com/search/aarmart-ecommerce-llp-AAG-0021 | https://gstserver.com/gst/27ABEFA8674K1ZX/,https://gstserver.com/gst/27ABEFA8674K1ZX/,https://gstserver.com/gst/27ABEFA8674K1ZX/,OFFICIAL_WEBSITE_FOUND,"""AARMART ECOMMERCE LLP"" ""official website"" | ""AARMART ECOMMERCE LLP"" website | ""AARMART ECOMMERCE LLP"" Nagpur website | ""AARMART ECOMMERCE LLP"" Maharashtra website | ""AARMART ECOMMERCE LLP"" contact | ""AARMART ECOMMERCE LLP"" ""www."" | ""AARMART ECOMMERCE LLP"" ""https://""",info@gstserver.com,"6569559511, 6666666666, 6666666667, 7807927896, 7870481131, 7870481147, 7870481148, 8333333333, 8488581189, 8584646778, 9166666666, 9947772923",,4,Website found through targeted web search
6151a1e4e4b05667f1175a1f,HUMEN EDUTECH LLP,https://www.companydetails.in/company/humen-edutech-llp | https://www.indiafilings.com/search/humen-edutech-llp-AAY-0739 | https://www.filesure.in/company/humen-edutech-llp/AAY-0739?tab=about | https://www.ynos.in/startup/humen-edutech-llp-408856 | https://www.easyleadz.com/company/humen-edutech-llp-AAY-0739,https://www.filesure.in/company/humen-edutech-llp/AAY-0739?tab=about | https://www.ynos.in/startup/humen-edutech-llp-408856 | https://www.easyleadz.com/company/humen-edutech-llp-AAY-0739,https://www.ynos.in/startup/humen-edutech-llp-408856,OFFICIAL_WEBSITE_FOUND,"""HUMEN EDUTECH LLP"" ""official website"" | ""HUMEN EDUTECH LLP"" website | ""HUMEN EDUTECH LLP"" Nagpur website | ""HUMEN EDUTECH LLP"" Maharashtra website | ""HUMEN EDUTECH LLP"" contact | ""HUMEN EDUTECH LLP"" ""www."" | ""HUMEN EDUTECH LLP"" ""https://""",sales@ynos.in,"+917200268547, 6245057452, 6975667036, 7510279258, 7870481456, 7870481473, 8831278069, 9168708128, 9173584318, 9185671586",https://www.linkedin.com/company/ynos-venture-engine/,3,Website found through targeted web search
5e4537bde4b0bf8415cf2b7c,BETTER ROBOTICS PRIVATE LIMITED,https://www.companydetails.in/company/better-robotics-private-limited | https://buysellprivatelimited.com/company/better-robotics-private-limited/U29306MH2019PTC333752 | https://www.indiafilings.com/search/better-robotics-private-limited-cin-U29306MH2019PTC333752 | https://www.instafinancials.com/company/better-robotics-private-limited-U29306MH2019PTC333752 | https://qorpiq.com/company/better-robotics-private-limited/U29306MH2019PTC333752 | https://www.credhive.in/ind/corporate/U29306MH2019PTC333752/BETTER%2520ROBOTICS%2520PRIVATE%2520LIMITED/overview | https://paperli.ai/company/better-robotics-private-limited-U29306MH2019PTC333752 | https://corpintel.io/BETTER-ROBOTICS-PRIVATE-LIMITED-U29306MH2019PTC333752 | https://www.companydetails.in/company/better-robotics-private-limited/contact | https://mycorporateinfo.com/business/better-robotics-private-limited | https://cleartax.in/f/company/better-robotics-private-limited/U29306MH2019PTC333752/,https://paperli.ai/company/better-robotics-private-limited-U29306MH2019PTC333752 | https://www.credhive.in/ind/corporate/U29306MH2019PTC333752/BETTER%2520ROBOTICS%2520PRIVATE%2520LIMITED/overview | https://mycorporateinfo.com/business/better-robotics-private-limited | https://buysellprivatelimited.com/company/better-robotics-private-limited/U29306MH2019PTC333752 | https://cleartax.in/f/company/better-robotics-private-limited/U29306MH2019PTC333752/ | https://qorpiq.com/company/better-robotics-private-limited/U29306MH2019PTC333752,https://paperli.ai/company/better-robotics-private-limited-U29306MH2019PTC333752,OFFICIAL_WEBSITE_FOUND,"""BETTER ROBOTICS PRIVATE LIMITED"" ""official website"" | ""BETTER ROBOTICS PRIVATE LIMITED"" website | ""BETTER ROBOTICS PRIVATE LIMITED"" Nagpur website | ""BETTER ROBOTICS PRIVATE LIMITED"" Maharashtra website | ""BETTER ROBOTICS PRIVATE LIMITED"" contact | ""BETTER ROBOTICS PRIVATE LIMITED"" ""www."" | ""BETTER ROBOTICS PRIVATE LIMITED"" ""https://""",support@paperli.ai,"+91-9988229944, 9988229944",,3,Website found through targeted web search
5abe3d5fe4b026aa2861a9c3,GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED,https://www.dnb.com/business-directory/company-profiles.godigiler_india_web_solutions_private_limited.5156ee979480fd5d3e7866e05a4a5bfc.html | https://mycorporateinfo.com/business/godigiler-india-web-solutions-private-limited | https://www.indiafilings.com/search/godigiler-india-web-solutions-private-limited-cin-U74999PN2017PTC171945 | https://info.edgeinsights.in/company/Godigiler-India-Web-Solutions-Private-Limited/137711 | https://www.ynos.in/startup/godigiler-india-web-solutions-private-limited-311672,,,NO_OFFICIAL_WEBSITE_FOUND,"""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" ""official website"" | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" website | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" Nagpur website | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" Maharashtra website | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" contact | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" ""www."" | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" ""https://""",,,,0,Search completed but no official website could be confidently verified
5abe3999e4b026aa2861a458,MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED,https://www.dnb.com/business-directory/company-profiles.millennia_ahead_technologies_private_limited.155a9756049891acb8bcdfde936a77ba.html | https://www.companydetails.in/company/millennia-ahead-technologies-private-limited | https://economictimes.indiatimes.com/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541 | https://www.indiafilings.com/search/millennia-ahead-technologies-private-limited-cin-U74999MH2017PTC295541 | https://www.infyner.com/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541 | https://www.infoqik.com/company/u74999mh2017ptc295541/millennia-ahead-technologies-private-limited.html | https://www.instafinancials.com/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541/contact-us.html | https://cleartax.in/f/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541/ | https://www.instafinancials.com/company/millennia-ahead-technologies-private-limited-U74999MH2017PTC295541/company-overview,https://www.infoqik.com/company/u74999mh2017ptc295541/millennia-ahead-technologies-private-limited.html | https://www.infyner.com/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541 | https://infomint.co.in/companies/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541/roc-mumbai/maharashtra/ | https://cleartax.in/f/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541/,https://www.infoqik.com/company/u74999mh2017ptc295541/millennia-ahead-technologies-private-limited.html,OFFICIAL_WEBSITE_FOUND,"""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" ""official website"" | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" website | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" Nagpur website | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" Maharashtra website | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" contact | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" ""www."" | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" ""https://""",praveen.aeenterprises@gmail.com,"6444316941, 7032789815, 7715005569, 7817915094, 7870482305, 7870482309, 9184966835",,1,Website found through targeted web search
59770a62e4b02e027ba9be47,EPIONE HEALTHCARE PRIVATE LIMITED,https://economictimes.indiatimes.com/company/epione-healthcare-private-limited/U85200MH2017PTC297331 | https://www.companydetails.in/company/epione-healthcare-private-limited | https://www.instafinancials.com/company/epione-healthcare-private-limited-U85200MH2017PTC297331/index.html | https://www.instafinancials.com/company/epione-healthcare-private-limited/U85200MH2017PTC297331/about-us.html | https://qorpiq.com/company/epione-healthcare-private-limited/U85200MH2017PTC297331 | https://www.fixhealth.com/contact-us | https://paperli.ai/company/epione-healthcare-private-limited-U85200MH2017PTC297331 | https://corporatedir.com/company/epione-healthcare-private-limited | https://corpintel.io/EPIONE-HEALTHCARE-PRIVATE-LIMITED-U85200MH2017PTC297331,https://paperli.ai/company/epione-healthcare-private-limited-U85200MH2017PTC297331 | https://www.fixhealth.com/contact-us | https://qorpiq.com/company/epione-healthcare-private-limited/U85200MH2017PTC297331 | https://corpintel.io/EPIONE-HEALTHCARE-PRIVATE-LIMITED-U85200MH2017PTC297331,https://paperli.ai/company/epione-healthcare-private-limited-U85200MH2017PTC297331,OFFICIAL_WEBSITE_FOUND,"""EPIONE HEALTHCARE PRIVATE LIMITED"" ""official website"" | ""EPIONE HEALTHCARE PRIVATE LIMITED"" website | ""EPIONE HEALTHCARE PRIVATE LIMITED"" Nagpur website | ""EPIONE HEALTHCARE PRIVATE LIMITED"" Maharashtra website | ""EPIONE HEALTHCARE PRIVATE LIMITED"" contact | ""EPIONE HEALTHCARE PRIVATE LIMITED"" ""www."" | ""EPIONE HEALTHCARE PRIVATE LIMITED"" ""https://""",support@paperli.ai,"+91-9988229944, 9988229944",,3,Website found through targeted web search
