startupId,startupName,originalWebsite,originalErrorType,status,candidateURLs,verifiedWebsite,searchQueries,verifiedMethod,emails,phones,linkedin,pagesChecked,errorMessage
64784dd1e4b0d597a031e6ec,DYSMECH COMPETENCY SERVICES PRIVATE LIMITED,https://dysmech.com/,CONNECTION_ERROR,VERIFIED_WEBSITE,https://economictimes.indiatimes.com/company/dysmech-competency-services-private-limited/U74999MH2017PTC295875 | https://qorpiq.com/company/dysmech-competency-services-private-limited/U74999MH2017PTC295875 | https://www.companydetails.in/company/dysmech-competency-services-private-limited | https://www.indiafilings.com/search/dysmech-competency-services-private-limited-cin-U74999MH2017PTC295875 | https://www.instafinancials.com/company/dysmech-competency-services-private-limited-U74999MH2017PTC295875 | https://www.instafinancials.com/company/dysmech-competency-services-private-limited/U74999MH2017PTC295875 | https://info.edgeinsights.in/company/Dysmech-Competency-Services-Private-Limited/376473 | https://deepenrich.com/company/e320/dysmech-competency-services-0011sgzv4 | https://mycorporateinfo.com/business/dysmech-competency-services-private-limited | https://www.instafinancials.com/company/dysmech-competency-services-private-limited-U74999MH2017PTC295875/company-overview,https://economictimes.indiatimes.com/company/dysmech-competency-services-private-limited/U74999MH2017PTC295875,"""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" Nagpur | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" Maharashtra | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" website | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" official website | ""DYSMECH COMPETENCY SERVICES PRIVATE LIMITED"" contact",WEB_SEARCH,"care@etprime.com, grievance.et@timesinternet.in","6830210035, 7586019760, 7586038140, 7586054565, 7586071200, 7586092320, 7586098828, 7586118087, 7586862200, 7587181317, 7592039900, 7594614020, 7691594185, 7691594446, 7691595513, 7691595738, 7691596011, 7691596150, 7691596438, 7691599366, 7691599716, 7691600098, 7869333570, 7869443523",https://www.linkedin.com/company/economictimes,2,
63ff28bbe4b07770d05f14ce,URECRUIT PRIVATE LIMITED,https://www.urecruit.biz/,HTTP_ERROR,VERIFIED_WEBSITE,https://www.companydetails.in/company/urecruit-private-limited | https://www.dnb.com/business-directory/company-profiles.urecruit_private_limited.a24b525f26835b5f983cdf4972fec6df.html | https://www.filesure.in/company/urecruit-private-limited/U80904MH2022PTC384347?tab=about | https://www.instafinancials.com/company/urecruit-private-limited-U80904MH2022PTC384347 | https://www.globalbizreport.com/URECRUIT-PRIVATE-LIMITED/U80904MH2022PTC384347/india/maharashtra/company-business-financial-credit-report | https://www.quickcompany.in/company/urecruit-private-limited,https://www.companydetails.in/company/urecruit-private-limited,"""URECRUIT PRIVATE LIMITED"" | ""URECRUIT PRIVATE LIMITED"" Nagpur | ""URECRUIT PRIVATE LIMITED"" Maharashtra | ""URECRUIT PRIVATE LIMITED"" website | ""URECRUIT PRIVATE LIMITED"" official website | ""URECRUIT PRIVATE LIMITED"" contact",WEB_SEARCH,"devanshagrawal1@gmail.com, info@companydetails.in, www.companydetails.in@context.request.path","6047676518, 7154869072, 7775735745, 7870465702, 7870465786, 8493654723, 9124888427",https://www.linkedin.com/shareArticle?mini=true&url=https://www.companydetails.in/company/urecruit-private-limited,3,
62a30160e4b0520246bf7176,Flying Hippo Media Private Limited,https://www.flyinghippomedia.com,HTTP_ERROR,VERIFIED_WEBSITE,https://www.indiafilings.com/search/flying-hippo-media-private-limited-cin-U74999MH2020PTC344338 | https://www.dnb.com/business-directory/company-profiles.flying_hippo_media_private_limited.b3ff405a33352cd5ce6ff6c21ccfd089.html | https://www.instafinancials.com/company/flying-hippo-media-private-limited-U74999MH2020PTC344338/index.html | https://opencorporates.com/companies/in/U74999MH2020PTC344338 | https://yappe.in/maharashtra/nagpur/flying-hippo-media-private-limited/1702256 | https://www.knowyourgst.com/gst-number-search/flying-hippo-media-private-limited-27AAECF2003P1ZN/,https://www.indiafilings.com/search/flying-hippo-media-private-limited-cin-U74999MH2020PTC344338,"""Flying Hippo Media Private Limited"" | ""Flying Hippo Media Private Limited"" Nagpur | ""Flying Hippo Media Private Limited"" Maharashtra | ""Flying Hippo Media Private Limited"" website | ""Flying Hippo Media Private Limited"" official website | ""Flying Hippo Media Private Limited"" contact",WEB_SEARCH,"billing@indiafilings.com, care@eql.app, careers@indiafilings.com, help@indiafilings.com, hr@indiafilings.com, prabuddhaganvir@gmail.com, support@indiafilings.com","+916827322091, +918108179614, +918591200207, +918655895742, +919150194443, +919167197921, +919176372456, 6433875608, 6904698478, 7271607422, 7870466077, 7870466099, 7870466100, 8910325332, 9103253327, 9103321096, 9715276879, 9726537633",https://www.linkedin.com/in/lionel-charles-6a936010/,3,
6200bc0ae4b0e4f8d26130c0,DUSKLINE INFRASTRUCTURES PRIVATE LIMITED,https://www.duskline.in,HTTP_ERROR,VERIFIED_WEBSITE,https://www.dnb.com/business-directory/company-profiles.duskline_infrastructures_private_limited.2d0ff031771ab7bf9205f4369ece7b2d.html | https://www.emis.com/php/company-profile/IN/Duskline_Infrastructures_Private_Limited_en_6795711.html | https://www.filesure.in/company/duskline-infrastructures-private-limited/U74999MH2015PTC263532?tab=about | https://indiatradezone.com/company/729281-duskline-infrastructures-private-limited | https://info.edgeinsights.in/company/Duskline-Infrastructures-Private-Limited/184532 | https://connect2india.com/DUSKLINE-INFRASTRUCTURES-PRIVATE-LIMITED/1447345/contact-details,https://www.dnb.com/business-directory/company-profiles.duskline_infrastructures_private_limited.2d0ff031771ab7bf9205f4369ece7b2d.html,"""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" Nagpur | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" Maharashtra | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" website | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" official website | ""DUSKLINE INFRASTRUCTURES PRIVATE LIMITED"" contact",WEB_SEARCH,"complianceofficer@dnb.com, dataserbia@dnb.com, info.mk@dnb.com, isl.creditinfo@creditinfo.com, keying@baltfakta.eu, research@inoxio.com","6743995754, 7010596044, 7275136597, 7302396033, 7600256539, 7648023206, 7830038142, 7830038147, 7830038151, 7853347979, 7858779506, 7869810107, 7870098181, 8005269018, 8555401971, 9028514568, 9057136194, 9852187633, 9970437884",https://www.linkedin.com/company/dun-&-bradstreet,4,
61c6d907e4b041b4edd51037,AARMART ECOMMERCE LLP,https://www.aarmart.com/,HTTP_ERROR,VERIFIED_WEBSITE,https://www.dnb.com/business-directory/company-profiles.aarmart_ecommerce_llp.c76bb395980000a5d55cc25579b10b95.html | https://www.indiafilings.com/search/aarmart-ecommerce-llp-AAG-0021 | https://gstserver.com/gst/27ABEFA8674K1ZX/,https://www.dnb.com/business-directory/company-profiles.aarmart_ecommerce_llp.c76bb395980000a5d55cc25579b10b95.html,"""AARMART ECOMMERCE LLP"" | ""AARMART ECOMMERCE LLP"" Nagpur | ""AARMART ECOMMERCE LLP"" Maharashtra | ""AARMART ECOMMERCE LLP"" website | ""AARMART ECOMMERCE LLP"" official website | ""AARMART ECOMMERCE LLP"" contact",WEB_SEARCH,"complianceofficer@dnb.com, dataserbia@dnb.com, info.mk@dnb.com, isl.creditinfo@creditinfo.com, keying@baltfakta.eu, research@inoxio.com","6186035973, 6227188631, 6255492935, 6702441651, 6743995754, 7302396033, 7600256539, 7648023206, 7794215073, 7830038142, 7830038147, 7830038151, 7853347979, 7858779506, 7869810107, 7870098181, 8005269018, 8555401971, 9852187633, 9970437884",https://www.linkedin.com/company/dun-&-bradstreet,4,
6151a1e4e4b05667f1175a1f,HUMEN EDUTECH LLP,https://www.humen.us,CONNECTION_ERROR,VERIFIED_WEBSITE,https://www.companydetails.in/company/humen-edutech-llp | https://www.indiafilings.com/search/humen-edutech-llp-AAY-0739 | https://www.filesure.in/company/humen-edutech-llp/AAY-0739?tab=about | https://www.ynos.in/startup/humen-edutech-llp-408856 | https://www.easyleadz.com/company/humen-edutech-llp-AAY-0739,https://www.companydetails.in/company/humen-edutech-llp,"""HUMEN EDUTECH LLP"" | ""HUMEN EDUTECH LLP"" Nagpur | ""HUMEN EDUTECH LLP"" Maharashtra | ""HUMEN EDUTECH LLP"" website | ""HUMEN EDUTECH LLP"" official website | ""HUMEN EDUTECH LLP"" contact",WEB_SEARCH,"info@companydetails.in, vikkynaqvi@gmail.com, www.companydetails.in@context.request.path","7266231116, 7568392999, 7870467146, 7870467152, 7870467187, 7870467234, 7870467235, 8285721965, 8493654723, 8681651333, 8749043076, 9124888427, 9305522270",https://www.linkedin.com/shareArticle?mini=true&url=https://www.companydetails.in/company/humen-edutech-llp,3,
5e4537bde4b0bf8415cf2b7c,BETTER ROBOTICS PRIVATE LIMITED,https://www.betterrobotics.in,CONNECTION_ERROR,VERIFIED_WEBSITE,https://www.companydetails.in/company/better-robotics-private-limited | https://buysellprivatelimited.com/company/better-robotics-private-limited/U29306MH2019PTC333752 | https://www.indiafilings.com/search/better-robotics-private-limited-cin-U29306MH2019PTC333752 | https://www.instafinancials.com/company/better-robotics-private-limited-U29306MH2019PTC333752 | https://qorpiq.com/company/better-robotics-private-limited/U29306MH2019PTC333752 | https://www.credhive.in/ind/corporate/U29306MH2019PTC333752/BETTER%2520ROBOTICS%2520PRIVATE%2520LIMITED/overview | https://paperli.ai/company/better-robotics-private-limited-U29306MH2019PTC333752 | https://corpintel.io/BETTER-ROBOTICS-PRIVATE-LIMITED-U29306MH2019PTC333752 | https://www.companydetails.in/company/better-robotics-private-limited/contact | https://mycorporateinfo.com/business/better-robotics-private-limited | https://cleartax.in/f/company/better-robotics-private-limited/U29306MH2019PTC333752/,https://www.companydetails.in/company/better-robotics-private-limited,"""BETTER ROBOTICS PRIVATE LIMITED"" | ""BETTER ROBOTICS PRIVATE LIMITED"" Nagpur | ""BETTER ROBOTICS PRIVATE LIMITED"" Maharashtra | ""BETTER ROBOTICS PRIVATE LIMITED"" website | ""BETTER ROBOTICS PRIVATE LIMITED"" official website | ""BETTER ROBOTICS PRIVATE LIMITED"" contact",WEB_SEARCH,"info@companydetails.in, ishgupta@mgat.co.in, www.companydetails.in@context.request.path","6209357020, 7870467503, 7870467505, 7870467546, 7870467547, 7870467578, 7976855614, 8493654723, 8869699931, 8909616067, 9124888427, 9388437063, 9921576113",https://www.linkedin.com/shareArticle?mini=true&url=https://www.companydetails.in/company/better-robotics-private-limited,3,
5abe3d5fe4b026aa2861a9c3,GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED,https://www.rhenopharm.com,OTHER_ERROR,VERIFIED_WEBSITE,https://www.dnb.com/business-directory/company-profiles.godigiler_india_web_solutions_private_limited.5156ee979480fd5d3e7866e05a4a5bfc.html | https://mycorporateinfo.com/business/godigiler-india-web-solutions-private-limited | https://www.indiafilings.com/search/godigiler-india-web-solutions-private-limited-cin-U74999PN2017PTC171945 | https://info.edgeinsights.in/company/Godigiler-India-Web-Solutions-Private-Limited/137711 | https://www.ynos.in/startup/godigiler-india-web-solutions-private-limited-311672,https://www.dnb.com/business-directory/company-profiles.godigiler_india_web_solutions_private_limited.5156ee979480fd5d3e7866e05a4a5bfc.html,"""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" Nagpur | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" Maharashtra | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" website | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" official website | ""GODIGILER INDIA WEB SOLUTIONS PRIVATE LIMITED"" contact",WEB_SEARCH,"dataserbia@dnb.com, info.mk@dnb.com, isl.creditinfo@creditinfo.com, keying@baltfakta.eu, research@inoxio.com","6696464352, 6743995754, 6858154375, 7283950802, 7283951019, 7610748264, 7610748266, 7648023206, 7799026778, 7853347979, 7858779506, 7869626156, 7870098181, 8555401971, 8664733932, 9101496126, 9879751126",https://www.linkedin.com/company/dun-&-bradstreet,4,
5abe3999e4b026aa2861a458,MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED,https://millenniaaheadtechnologies.com/,CONNECTION_ERROR,VERIFIED_WEBSITE,https://www.dnb.com/business-directory/company-profiles.millennia_ahead_technologies_private_limited.155a9756049891acb8bcdfde936a77ba.html | https://www.companydetails.in/company/millennia-ahead-technologies-private-limited | https://economictimes.indiatimes.com/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541 | https://www.indiafilings.com/search/millennia-ahead-technologies-private-limited-cin-U74999MH2017PTC295541 | https://www.infyner.com/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541 | https://www.infoqik.com/company/u74999mh2017ptc295541/millennia-ahead-technologies-private-limited.html | https://www.instafinancials.com/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541/contact-us.html | https://cleartax.in/f/company/millennia-ahead-technologies-private-limited/U74999MH2017PTC295541/ | https://www.instafinancials.com/company/millennia-ahead-technologies-private-limited-U74999MH2017PTC295541/company-overview,https://www.dnb.com/business-directory/company-profiles.millennia_ahead_technologies_private_limited.155a9756049891acb8bcdfde936a77ba.html,"""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" Nagpur | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" Maharashtra | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" website | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" official website | ""MILLENNIA AHEAD TECHNOLOGIES PRIVATE LIMITED"" contact",WEB_SEARCH,complianceofficer@dnb.com,"6743995754, 7114607194, 7302396033, 7600256539, 7648023206, 7664573558, 7727097888, 7830038142, 7830038147, 7830038151, 7853347979, 7858779506, 7869810107, 7870098181, 8005269018, 8502680462, 8555401971, 9670492382, 9756049891, 9852187633, 9970437884",https://www.linkedin.com/company/dun-&-bradstreet,4,
59770a62e4b02e027ba9be47,EPIONE HEALTHCARE PRIVATE LIMITED,https://www.your-physio.in,HTTP_ERROR,VERIFIED_WEBSITE,https://economictimes.indiatimes.com/company/epione-healthcare-private-limited/U85200MH2017PTC297331 | https://www.companydetails.in/company/epione-healthcare-private-limited | https://www.instafinancials.com/company/epione-healthcare-private-limited-U85200MH2017PTC297331/index.html | https://www.instafinancials.com/company/epione-healthcare-private-limited/U85200MH2017PTC297331/about-us.html | https://qorpiq.com/company/epione-healthcare-private-limited/U85200MH2017PTC297331 | https://www.fixhealth.com/contact-us | https://paperli.ai/company/epione-healthcare-private-limited-U85200MH2017PTC297331 | https://corporatedir.com/company/epione-healthcare-private-limited | https://corpintel.io/EPIONE-HEALTHCARE-PRIVATE-LIMITED-U85200MH2017PTC297331,https://economictimes.indiatimes.com/company/epione-healthcare-private-limited/U85200MH2017PTC297331,"""EPIONE HEALTHCARE PRIVATE LIMITED"" | ""EPIONE HEALTHCARE PRIVATE LIMITED"" Nagpur | ""EPIONE HEALTHCARE PRIVATE LIMITED"" Maharashtra | ""EPIONE HEALTHCARE PRIVATE LIMITED"" website | ""EPIONE HEALTHCARE PRIVATE LIMITED"" official website | ""EPIONE HEALTHCARE PRIVATE LIMITED"" contact",WEB_SEARCH,"care@etprime.com, grievance.et@timesinternet.in","6830210035, 7586019760, 7586038140, 7586054565, 7586071200, 7586092320, 7586098828, 7586118087, 7586862200, 7587181317, 7592039900, 7594614020, 7691594185, 7691594446, 7691595513, 7691595738, 7691596011, 7691596150, 7691596438, 7691599366, 7691599716, 7691600098, 7869333570, 7869443523",https://www.linkedin.com/company/economictimes,2,
