startupId,startupName,dippNumber,dippRecognitionStatus,cin,stage,city,state,industry,sectors,website,email,phone,linkedInUrl,profileStatus,diagnostic_website_status,diagnostic_action
6a3532a3e4b06921f1d6d261,WEDTRIX GLOBAL PRIVATE LIMITED,DIPP267940,RECOGNISED,U62099ME2026PTC475168,Validation,Nagpur,Maharashtra,Dating Matrimonial,Others,,,,,OK,No website in master,Web-search for official website and public contacts
6a329a0be4b06921f1d5f6b4,NEXBRIDGE VENTURES PRIVATE LIMITED,DIPP267800,RECOGNISED,U66190ME2026PTC474523,Prototype,Nagpur,Maharashtra,IT Services,IT Consulting,,,,,OK,No website in master,Web-search for official website and public contacts
6a2fed05e4b06921f1d4e9b6,UPDON VENTURES PRIVATE LIMITED,DIPP267552,RECOGNISED,U62011ME2026PTC474868,Prototype,Nagpur,Maharashtra,IT Services,Others,,,,,OK,No website in master,Web-search for official website and public contacts
6a2fd617e4b06921f1d4da9f,YOUFINITY WELLBEING PRIVATE LIMITED,DIPP267526,RECOGNISED,U87200ME2026PTC474505,Prototype,Nagpur,Maharashtra,Healthcare & Lifesciences,Healthcare Services,,,,,OK,No website in master,Web-search for official website and public contacts
6a2d57dae4b06921f1d436f7,SHREEKIRTI MEDITECH CONSULTANCY PRIVATE LIMITED,DIPP267236,RECOGNISED,U46497ME2026PTC473430,EarlyTraction,Nagpur,Maharashtra,Healthcare & Lifesciences,Healthcare Services,,,,,OK,No website in master,Web-search for official website and public contacts
6a2a91a3e4b06921f1d3495b,GN GLOBAL CONSULTING LLP,DIPP266818,RECOGNISED,ACU-3834,EarlyTraction,Nagpur,Maharashtra,Professional & Commercial Services,Business Support Services,,,,,OK,No website in master,Web-search for official website and public contacts
6a2a682ce4b06921f1d329be,INDOOR SYSTEMS SOLUTIONS PRIVATE LIMITED,DIPP266758,RECOGNISED,U72200MH2017PTC297875,EarlyTraction,Nagpur,Maharashtra,IT Services,Web Development,,,,,OK,No website in master,Web-search for official website and public contacts
6a270f59e4b075ab1c5c71e1,ZELES TECHNOLOGIES PRIVATE LIMITED,DIPP266384,RECOGNISED,U62090ME2026PTC474853,Prototype,Nagpur,Maharashtra,IT Services,IT Consulting,,,,,OK,No website in master,Web-search for official website and public contacts
6a26dc0ee4b075ab1c5c6627,H SQUARE MEDIA &amp; TECHNOLOGIES PRIVATE LIMITED,DIPP266376,RECOGNISED,U74200ME2026PTC473592,EarlyTraction,Nagpur,Maharashtra,Media & Entertainment,Digital Media,,,,,OK,No website in master,Web-search for official website and public contacts
6a210cefe4b075ab1c5ad241,EVQUICK LLP,DIPP265480,RECOGNISED,ACX-9376,EarlyTraction,Nagpur,Maharashtra,Green Technology,Clean Tech,,,,,OK,No website in master,Web-search for official website and public contacts
6a201f27e4b075ab1c5aa829,IRREGULAR PRODUCTION &amp; FILMS LLP,DIPP265414,RECOGNISED,ACW-5525,Validation,Nagpur,Maharashtra,Media & Entertainment,Entertainment,,,,,OK,No website in master,Web-search for official website and public contacts
6a1ee8f3e4b061f008cca4aa,RAVINDRA SINGH INFRA PROJECT PRIVATE LIMITED,DIPP265235,RECOGNISED,U42100MH2025PTC442729,Prototype,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
6a1ecb14e4b061f008cc992d,SOLARJUNCTION LLP,DIPP265214,RECOGNISED,ACY-0607,Prototype,Nagpur,Maharashtra,Renewable Energy,Renewable Solar Energy,,,,,OK,No website in master,Web-search for official website and public contacts
6a1bd48ce4b061f008cb9222,PRIMIL CONSTRUCTIONS PRIVATE LIMITED,DIPP264874,RECOGNISED,U42909ME2026PTC473932,Validation,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
6a1af9cee4b061f008cb6dd0,INDENTRA DENTAL GLOBAL TOURISM PRIVATE LIMITED,DIPP264763,RECOGNISED,U86100ME2026PTC475087,EarlyTraction,Nagpur,Maharashtra,Healthcare & Lifesciences,Healthcare Services,,,,,OK,No website in master,Web-search for official website and public contacts
6a19988be4b061f008cb0073,RSQUAREMG LLP,DIPP264504,RECOGNISED,ACI-4372,Validation,Nagpur,Maharashtra,IT Services,IT Consulting,,,,,OK,No website in master,Web-search for official website and public contacts
6a198b67e4b061f008cafa54,VITTUS WEALTH PRIVATE LIMITED,DIPP262643,RECOGNISED,U64990MH2026PTC464707,Prototype,Nagpur,Maharashtra,Finance Technology,Personal Finance,,,,,OK,No website in master,Web-search for official website and public contacts
6a16d5d3e4b061f008c9fdf9,POWERARCH INNOVATIONS PRIVATE LIMITED,DIPP264100,RECOGNISED,U42101MH2024PTC436715,Prototype,Nagpur,Maharashtra,Construction,Others,,,,,OK,No website in master,Web-search for official website and public contacts
6a115dbfe4b061f008c87788,AGARKARMEDIA PRIVATE LIMITED,DIPP263407,RECOGNISED,U72900MH2021PTC372026,Validation,Nagpur,Maharashtra,Telecommunication & Networking,Network Technology Solutions,,,,,OK,No website in master,Web-search for official website and public contacts
6a0eade5e4b061f008c7655c,PRIMECON MEGA PROJECTS PRIVATE LIMITED,DIPP263003,RECOGNISED,U43900MH2025PTC454030,Prototype,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
6a0d8f91e4b061f008c715fa,VEDARTH HOSPITALITY MANAGEMENT PRIVATE LIMITED,DIPP262879,RECOGNISED,U55109ME2026PTC474400,Validation,Nagpur,Maharashtra,Travel & Tourism,Hospitality,,,,,OK,No website in master,Web-search for official website and public contacts
6a0cc201e4b0d6b314d72703,SOLIVAGUARD PRIVATE LIMITED,DIPP262783,RECOGNISED,U47912MH2026PTC465072,Validation,Nagpur,Maharashtra,Textiles & Apparel,Apparel & Accessories,,,,,OK,No website in master,Web-search for official website and public contacts
6a0c353fe4b07cca57a369ef,MSSKREBIRTHZING RECRUIT RIGHT PRIVATE LIMITED,DIPP262660,RECOGNISED,U78300MH2024PTC434240,Validation,Nagpur,Maharashtra,Human Resources,Recruitment Jobs,,,,,OK,No website in master,Web-search for official website and public contacts
6a05bd52e4b07cca57a0e366,MARTELX ELECTRONICS PRIVATE LIMITED,DIPP261634,RECOGNISED,U46529MH2026PTC467365,EarlyTraction,Nagpur,Maharashtra,Technology Hardware,Electronics,,,,,OK,No website in master,Web-search for official website and public contacts
6a045c28e4b07cca579ebddf,PROMISN PRIVATE LIMITED,DIPP262270,RECOGNISED,U62090ME2026PTC474466,Validation,Nagpur,Maharashtra,Education,Education Technology,,,,,OK,No website in master,Web-search for official website and public contacts
69fc4d52e4b07cca579a811e,ANYA SUPER GREENS PRIVATE LIMITED,DIPP259908,RECOGNISED,U47721MH2025PTC450671,EarlyTraction,Nagpur,Maharashtra,Agriculture,Food Processing,,,,,OK,No website in master,Web-search for official website and public contacts
69fb4208e4b07cca579a2653,ABHISHRI AGROTECH PRIVATE LIMITED,DIPP259827,RECOGNISED,U01611MH2025PTC460641,EarlyTraction,Nagpur,Maharashtra,Agriculture,Fisheries,,,,,OK,No website in master,Web-search for official website and public contacts
69f9cfbce4b07cca5799a6c1,NARNAWARE GLOBAL TRADE PRIVATE LIMITED,DIPP259545,RECOGNISED,U46620MH2025PTC457834,Prototype,Nagpur,Maharashtra,Logistics,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69f8cbfee4b07cca57995fc9,VVBM STUDIOS (OPC) PRIVATE LIMITED,DIPP259389,RECOGNISED,U58201MH2024OPC434602,Scaling,Nagpur,Maharashtra,Media & Entertainment,Entertainment,,,,,OK,No website in master,Web-search for official website and public contacts
69f89bd3e4b07cca5799535b,ESLINK INFOCRAFT PRIVATE LIMITED,DIPP259370,RECOGNISED,U63990ME2026PTC474284,Prototype,Nagpur,Maharashtra,Technology Hardware,Electronics,,,,,OK,No website in master,Web-search for official website and public contacts
69f5ee88e4b07cca5798bb45,ICONIC MAHAVEER INFRA PRIVATE LIMITED,DIPP259169,RECOGNISED,U43900MH2025PTC451087,Validation,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
69f5c978e4b07cca5798ad0a,Indify Horizon HET Hydrogen Pvt Ltd,DIPP258284,RECOGNISED,U29209MH2023PTC400951,Validation,Nagpur,Maharashtra,Renewable Energy,Manufacture of Electrical Equipment,,,,,OK,No website in master,Web-search for official website and public contacts
69f5c25ae4b07cca5798a9f2,BHARAT HYDRO-FLUIDS LLP,DIPP259116,RECOGNISED,ACX-7110,Prototype,Nagpur,Maharashtra,Renewable Energy,Manufacture of Machinery and Equipment,,,,,OK,No website in master,Web-search for official website and public contacts
69f4869ce4b07cca579863c3,PSYCHMITRA WELLNESS LLP,DIPP258998,RECOGNISED,ACV-0974,EarlyTraction,Nagpur,Maharashtra,Healthcare & Lifesciences,Healthcare Technology,,,,,OK,No website in master,Web-search for official website and public contacts
69f3500ee4b07cca5797f925,NEXBIGTECH INNOVATIONS PRIVATE LIMITED,DIPP258863,RECOGNISED,U62099PN2025PTC244824,Validation,Nagpur,Maharashtra,Enterprise Software,Enterprise Mobility,,,,,OK,No website in master,Web-search for official website and public contacts
69f328c6e4b07cca5797ccef,JERRIX TOYS PRIVATE LIMITED,DIPP258767,RECOGNISED,U32409MH2025PTC457018,Prototype,Nagpur,Maharashtra,Toys and Games,Physical Toys and Games,,,,,OK,No website in master,Web-search for official website and public contacts
69f23567e4b07cca579752e3,SHIVINFINIUM ENGINEERINGPROJECTS PRIVATE LIMITED,DIPP258582,RECOGNISED,U74909MH2024PTC431951,Prototype,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
69f1e63fe4b07cca57971301,INFRAASSUREX PRIVATE LIMITED,DIPP258121,RECOGNISED,U46630ME2026PTC474079,Validation,Nagpur,Maharashtra,Construction,Construction Materials,,,,,OK,No website in master,Web-search for official website and public contacts
69f1a46fe4b07cca5796d8b2,ARKSIMPLIFIQ PRIVATE LIMITED,DIPP258024,RECOGNISED,U70200MH2025PTC464150,Prototype,Nagpur,Maharashtra,Construction,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69f1a222e4b07cca5796d6c9,GREEN DRYING SOLUTION LLP,DIPP258019,RECOGNISED,ACU-1427,Prototype,Nagpur,Maharashtra,Agriculture,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69f0a170e4b07cca5796936c,ASHRASPIRU BIOTECH PRIVATE LIMITED,DIPP257922,RECOGNISED,U03213ME2026PTC474301,Validation,Nagpur,Maharashtra,Healthcare & Lifesciences,Pharmaceutical,,,,,OK,No website in master,Web-search for official website and public contacts
69f06a04e4b07cca57966951,KAMALGANGA VENTURES PRIVATE LIMITED,DIPP257782,RECOGNISED,U85499MH2025PTC460263,Prototype,Nagpur,Maharashtra,Education,Skill Development,,,,,OK,No website in master,Web-search for official website and public contacts
69ef26dae4b07cca5795e133,KINFINITEE DIGITEC PRIVATE LIMITED,DIPP257100,RECOGNISED,U62011ME2026PTC474177,Prototype,Nagpur,Maharashtra,Finance Technology,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69ea5649e4b07cca579484ae,KALBENDE WELFARE FOUNDATION,DIPP256973,RECOGNISED,U88900MH2024NPL433659,Validation,Nagpur,Maharashtra,Social Impact,NGO,,,,,OK,No website in master,Web-search for official website and public contacts
69e21907e4b03a7d725623b9,CONSTRUCT CRAZE INFRA AND SOLAR PRIVATE LIMITED,DIPP256104,RECOGNISED,U43222MH2025PTC454125,Prototype,Nagpur,Maharashtra,Construction,New-age Construction Technologies,,,,,OK,No website in master,Web-search for official website and public contacts
69e216c2e4b03a7d72562241,RANISATI RESOURCE PRIVATE LIMITED,DIPP256099,RECOGNISED,U20119MH2025PTC441497,Prototype,Nagpur,Maharashtra,Renewable Energy,Renewable Energy Solutions,,,,,OK,No website in master,Web-search for official website and public contacts
69df7eb5e4b03fe8db9a25fb,VERTISTEPZ PARKON PRIVATE LIMITED,DIPP258325,RECOGNISED,U43219MH2025PTC454758,Prototype,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
69dcbe2fe4b0eb7de192d2b4,POLIREX CHEMICALS PRIVATE LIMITED,DIPP255364,RECOGNISED,U20290MH2025PTC459325,Prototype,Nagpur,Maharashtra,Chemicals,Specialty Chemicals,,,,,OK,No website in master,Web-search for official website and public contacts
69d92649e4b0147adf7aea59,GOSATTVA FARMS AND FOODS PRIVATE LIMITED,DIPP255096,RECOGNISED,U10500MH2026PTC467567,Prototype,Nagpur,Maharashtra,Agriculture,Dairy Farming,,,,,OK,No website in master,Web-search for official website and public contacts
69d35e32e4b03eeefb810bb4,BARTERLY TECHNOLOGIES PRIVATE LIMITED,DIPP254267,RECOGNISED,U63999MH2025PTC463989,Prototype,Nagpur,Maharashtra,Marketing,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69d1139ae4b03eeefb80a7cd,MANTRAM FAB,DIPP254636,RECOGNISED,NG000007600,Scaling,Nagpur,Maharashtra,Textiles & Apparel,Apparel & Accessories,,,,,OK,No website in master,Web-search for official website and public contacts
69ccfd34e4b0c26a54714bae,AUCTWARE TECHNOLOGIES PRIVATE LIMITED,DIPP253626,RECOGNISED,U62099ME2026PTC474086,Prototype,Nagpur,Maharashtra,AI,Machine Learning,,,,,OK,No website in master,Web-search for official website and public contacts
69cbc142e4b0c26a5470dc35,AYODHYA NIRMAN PRIVATE LIMITED,DIPP253448,RECOGNISED,U45309MH2020PTC344754,Prototype,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
69c9e638e4b0c26a546fc8ce,PAYSONIC TECHNOLOGIES PRIVATE LIMITED,DIPP192866,RECOGNISED,U62020MH2024PTC436305,Prototype,Nagpur,Maharashtra,Finance Technology,Payment Platforms,,,,,OK,No website in master,Web-search for official website and public contacts
69c4e3e5e4b0c26a546dc76d,ATONIX ARTWORKS PRIVATE LIMITED,DIPP252293,RECOGNISED,U82300PN2025PTC249666,Prototype,Nagpur,Maharashtra,IT Services,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69c4d135e4b0c26a546db223,AGRINOVA SYSTEMS PRIVATE LIMITED,DIPP252239,RECOGNISED,U01611ME2026PTC473649,Prototype,Nagpur,Maharashtra,Agriculture,Agri-Tech,,,,,OK,No website in master,Web-search for official website and public contacts
69c22a3fe4b0b7e5b7332002,MAAGNUM METALOGY PRIVATE LIMITED,DIPP251851,RECOGNISED,U07100MH2026PTC465124,Prototype,Nagpur,Maharashtra,Waste Management,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69be9fc2e4b0b7e5b7318965,KAILIEN SKINCARE PRIVATE LIMITED,DIPP250975,RECOGNISED,U20237MH2026PTC465672,Prototype,Nagpur,Maharashtra,Healthcare & Lifesciences,Health & Wellness,,,,,OK,No website in master,Web-search for official website and public contacts
69b93631e4b0b7e5b72ee684,THINNESTAI PRIVATE LIMITED,DIPP250544,RECOGNISED,U63111ME2026PTC473725,Prototype,Nagpur,Maharashtra,Indic Language Startups,Natural Language Processing,,,,,OK,No website in master,Web-search for official website and public contacts
69b7b8b2e4b0b7e5b72e4844,ONEBYZ TECH PRIVATE LIMITED,DIPP250183,RECOGNISED,U62013MH2024PTC433149,Prototype,Nagpur,Maharashtra,Healthcare & Lifesciences,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69b10b05e4b0b7e5b72c6968,LAND'S END RESORTS PRIVATE LIMITED,DIPP249224,RECOGNISED,U68200MH2025PTC464065,Prototype,Nagpur,Maharashtra,Travel & Tourism,Experiential Travel,,,,,OK,No website in master,Web-search for official website and public contacts
69b10596e4b0b7e5b72c6687,DLEVER TECHNOLOGIES PRIVATE LIMITED,DIPP249215,RECOGNISED,U62099MH2026PTC468269,Prototype,Nagpur,Maharashtra,AI,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69ae78ace4b0b7e5b72b89d1,COMFORT VENTURES (OPC) PRIVATE LIMITED,DIPP248771,RECOGNISED,U70200MH2025OPC460411,Prototype,Nagpur,Maharashtra,Human Resources,Recruitment Jobs,,,,,OK,No website in master,Web-search for official website and public contacts
69ae53fee4b0b7e5b72b71ed,PIXCY TRADELINK LLP,DIPP248710,RECOGNISED,ACT-3913,Prototype,Nagpur,Maharashtra,Technology Hardware,Electronics,,,,,OK,No website in master,Web-search for official website and public contacts
69a5bec4e4b0b7e5b72928c3,JAGTAP PATIL POULTRY FARM AND RESORT PRIVATE LIMITED,DIPP247738,RECOGNISED,U55101PN2026PTC250586,Prototype,Nagpur,Maharashtra,Travel & Tourism,Experiential Travel,,,,,OK,No website in master,Web-search for official website and public contacts
69a2b17ee4b0b7e5b72830ac,EDILD MEDEECARE PRIVATE LIMITED,DIPP238152,RECOGNISED,U21009MH2025PTC442813,Prototype,Nagpur,Maharashtra,Healthcare & Lifesciences,Pharmaceutical,,,,,OK,No website in master,Web-search for official website and public contacts
69a18108e4b0b7e5b727bde9,SSK AUTOTECH INDIA PRIVATE LIMITED,DIPP247000,RECOGNISED,U29302ME2026PTC473427,Prototype,Nagpur,Maharashtra,Automotive,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69a180bde4b0b7e5b727bd41,KALPAVASTU BUILDCON PRIVATE LIMITED,DIPP246986,RECOGNISED,U46639MH2026PTC467677,Prototype,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
699d74f7e4b0b7e5b725db90,SHREE JKR SALES PRIVATE LIMITED,DIPP246378,RECOGNISED,U46632MH2024PTC427416,Prototype,Nagpur,Maharashtra,Construction,Construction Materials,,,,,OK,No website in master,Web-search for official website and public contacts
699d5d2ce4b0b7e5b725c4d8,AGRIAQUA ORGANICS LLP,DIPP246329,RECOGNISED,ACU-0896,Prototype,Nagpur,Maharashtra,Biotechnology,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69959e08e4b0a68b6c7b64b8,TAYRO WEALTH PRIVATE LIMITED,DIPP245163,RECOGNISED,U66190PN2025PTC249794,Prototype,Nagpur,Maharashtra,Finance Technology,Personal Finance,,,,,OK,No website in master,Web-search for official website and public contacts
69941adfe4b0a68b6c7a6a0a,NAGPUR GREEN GOLD VENTURES PRIVATE LIMITED,DIPP244726,RECOGNISED,U43900MH2025PTC459594,Prototype,Nagpur,Maharashtra,Real Estate,Others,,,,,OK,No website in master,Web-search for official website and public contacts
699089b2e4b0a68b6c7a14e8,SAKII TRAINING PRIVATE LIMITED,DIPP244528,RECOGNISED,U85490MH2026PTC466688,Prototype,Nagpur,Maharashtra,Education,Skill Development,,,,,OK,No website in master,Web-search for official website and public contacts
698c0a83e4b0a68b6c77fcbc,IMMVERSEAI LABS PRIVATE LIMITED,DIPP230078,RECOGNISED,U46512MH2025PTC455433,Prototype,Nagpur,Maharashtra,AI,Machine Learning,,,,,OK,No website in master,Web-search for official website and public contacts
698b5e47e4b0a68b6c77cf1b,CLUBWIZ LLP,DIPP243792,RECOGNISED,ACQ-2559,Prototype,Nagpur,Maharashtra,Media & Entertainment,Entertainment,,,,,OK,No website in master,Web-search for official website and public contacts
698ae0dbe4b0a68b6c777628,DEVRATH INDUSTRIES PRIVATE LIMITED,DIPP243618,RECOGNISED,U16219MH2024PTC431451,Prototype,Nagpur,Maharashtra,Healthcare & Lifesciences,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69897c72e4b0a68b6c76d002,AYUDO SOLUTIONS LLP,DIPP243360,RECOGNISED,ACR-2512,Prototype,Nagpur,Maharashtra,Robotics,Others,,,,,OK,No website in master,Web-search for official website and public contacts
698876f3e4b0a68b6c768c6c,TARENO TRADEX PRIVATE LIMITED,DIPP243316,RECOGNISED,U46309MH2025PTC461933,Prototype,Nagpur,Maharashtra,Healthcare & Lifesciences,Health & Wellness,,,,,OK,No website in master,Web-search for official website and public contacts
6985b572e4b06a6c449f8e07,SHRIBABAJI RAGHAWMADHAW CONSTRUCTION PRIVATE LIMITED,DIPP242986,RECOGNISED,U43122MH2025PTC453737,Prototype,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
698497c4e4b06a6c449f2d33,SARVADNYA AGRO PROCESSING &amp; ENGINEERING LLP,DIPP242875,RECOGNISED,AAU-3844,Prototype,Nagpur,Maharashtra,Professional & Commercial Services,Business Support Services,,,,,OK,No website in master,Web-search for official website and public contacts
697c9848e4b06a6c449b7b05,NAISHA LOGISTICS PRIVATE LIMITED,DIPP241763,RECOGNISED,U53200MH2025PTC454302,Prototype,Nagpur,Maharashtra,Transportation & Storage,Freight & Logistics Services,,,,,OK,No website in master,Web-search for official website and public contacts
697b1b81e4b06a6c449a933a,GOODGRUB NUTRITION PRIVATE LIMITED,DIPP241456,RECOGNISED,U10799MH2025PTC450712,Prototype,Nagpur,Maharashtra,Food & Beverages,Food Technology/Food Delivery,,,,,OK,No website in master,Web-search for official website and public contacts
6978a730e4b0f466023da2ea,R TWO SOLUTIONS CLEANING SERVICES PRIVATE LIMITED,DIPP241140,RECOGNISED,U81210MH2025PTC444209,Prototype,Nagpur,Maharashtra,Chemicals,Others,,,,,OK,No website in master,Web-search for official website and public contacts
6976297fe4b00ffe144fa3b4,INTRAPLUS COMMUNICATION NETWORK PRIVATE LIMITED,DIPP240892,RECOGNISED,U61900MH2023PTC399026,Prototype,Nagpur,Maharashtra,IT Services,Others,,,,,OK,No website in master,Web-search for official website and public contacts
69746deae4b00ffe144f10d2,INFRAXON PRIVATE LIMITED,DIPP240717,RECOGNISED,U42102PN2025PTC249467,Prototype,Nagpur,Maharashtra,Construction,Construction & Engineering,,,,,OK,No website in master,Web-search for official website and public contacts
69746ad0e4b00ffe144f0dff,AAMCHI SPEEDWAY PRIVATE LIMITED,DIPP240708,RECOGNISED,U93120MH2025PTC452815,Prototype,Nagpur,Maharashtra,Education,Skill Development,,,,,OK,No website in master,Web-search for official website and public contacts
697376b6e4b00ffe144ec8a5,PRABHUPARASHUHASTA BUILDCON PRIVATE LIMITED,DIPP240648,RECOGNISED,U41001PN2026PTC250334,Prototype,Nagpur,Maharashtra,Construction,Construction Materials,,,,,OK,No website in master,Web-search for official website and public contacts
6971e080e4b0b9148d2fe817,SUSHUDHI DHARA SOLUTION,DIPP241577,RECOGNISED,NG000011465,Prototype,Nagpur,Maharashtra,Waste Management,Others,,,,,OK,No website in master,Web-search for official website and public contacts
6971bb33e4b0b9148d2fc9a0,SCOPEWIT SP.ZO.O TECHNOLOGIES PRIVATE LIMITED,DIPP240303,RECOGNISED,U62013MH2025PTC441032,Prototype,Nagpur,Maharashtra,Technology Hardware,Others,,,,,OK,No website in master,Web-search for official website and public contacts
696dc2c1e4b09f4058c5b7a0,S&amp;U WELFARE FOUNDATION,DIPP239539,RECOGNISED,U88900MH2025NPL464136,Prototype,Nagpur,Maharashtra,Social Impact,Others,,,,,OK,No website in master,Web-search for official website and public contacts
