startupId,startupName,dippNumber,dippRecognitionStatus,cin,stage,city,state,industry,sectors,website,email,phone,linkedInUrl,profileStatus,scrapedEmail,scrapedPhone,scrapedLinkedIn,pagesChecked,scrapeStatus,scrapeError
6a26c0cde4b075ab1c5c59a5,WOW Caravans Private Limited,DIPP265917,RECOGNISED,U79120ME2026PTC474326,EarlyTraction,Nagpur,Maharashtra,Travel & Tourism,Experiential Travel,https://www.wowcaravans.com,,,,OK,info@wowcaravans.com; your@email.com,+91 6022160560; +91 6905925346; +91 8380866111; +91 9183808661,,3,SUCCESS,
6a240e10e4b075ab1c5baef9,SENSORS AND SYSTEMS AUTOMATION SOLUTIONS PRIVATE LIMITED,DIPP265908,RECOGNISED,U28194MH2025PTC445168,EarlyTraction,Nagpur,Maharashtra,Technology Hardware,Manufacturing,https://www.elweigh.com,,,,OK,info@elweigh.com; marketing@elweigh.com,+91 6157875570; +91 6161694526; +91 6723632812; +91 7105657792; +91 7496969728; +91 7551491786; +91 7607013655; +91 7631882573; +91 7866008268; +91 7866008300; +91 8000000000; +91 8920985006; +91 9194223318; +91 9422331838,https://www.linkedin.com/company/elweigh-india/?viewAsMember=true,4,SUCCESS,
6a201d11e4b075ab1c5aa71e,DVAB LABS PRIVATE LIMITED,DIPP266089,RECOGNISED,U46901MH2025PTC462531,Validation,Nagpur,Maharashtra,Fashion,Jewellery,https://dvablabs.com,,,,OK,ceo@dvablabs.com,+91 9226406032; +91 9921407300,https://www.linkedin.com/company/dvab-labs; https://www.linkedin.com/in/atharvabadkas/; https://www.linkedin.com/in/vanshika-dodia-86b1bb226/,3,SUCCESS,
6a1ffd23e4b075ab1c5a93b9,ORVYN STUDIO PRIVATE LIMITED,DIPP265341,RECOGNISED,U47711ME2026PTC474805,Validation,Nagpur,Maharashtra,Textiles & Apparel,Apparel & Accessories,https://NIL,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://nil/
Call log:
  - navigating to ""https://nil/"", waiting until ""domcontentloaded""
"
6a1bea88e4b061f008cb9a52,KYBU INNOVATIONS PRIVATE LIMITED,DIPP266098,RECOGNISED,U62010ME2026PTC474737,Prototype,Nagpur,Maharashtra,Internet of Things,Wearables,https://www.kybu.in,,,,OK,,,,1,SUCCESS,
6a18350ae4b061f008ca92a9,SEAES TECH PRIVATE LIMITED,DIPP264796,RECOGNISED,U62099ME2026PTC474294,Prototype,Nagpur,Maharashtra,AI,Others,https://seaes.ai,,,,OK,hello@seaes.ai,+91 7817915094,https://www.linkedin.com/company/seaes-ai/; https://www.linkedin.com/in/mihir-kshirsagar,3,SUCCESS,
6a17f81ae4b061f008ca6ddc,DSILMORA LUXE PRIVATE LIMITED,DIPP264205,RECOGNISED,U32111ME2026PTC473784,Validation,Nagpur,Maharashtra,Fashion,Others,https://dsilmora.com,,,,OK,,,,1,SUCCESS,
6a115716e4b061f008c87498,CLINICALQI HEALTHTECH LLP,DIPP261833,RECOGNISED,ACW-5076,Validation,Nagpur,Maharashtra,Healthcare & Lifesciences,Healthcare Technology,https://www.clinicalqi.com,,,,OK,admin@clinicalqi.com; clinicalqihealthtech@gmail.com,+91 7738644009,,3,SUCCESS,
6a103c77e4b061f008c81243,ICONIC OPTIONS PRIVATE LIMITED,DIPP263289,RECOGNISED,U62011MH2025PTC464093,Validation,Nagpur,Maharashtra,Real Estate,Others,https://iconicoptions.com/,,,,OK,connect@iconicoptions.com,+91 6157079544; +91 7729878938; +91 7758832881,,1,SUCCESS,
6a0ff675e4b061f008c7cae4,MORNINGMIND TECHNOLAB PRIVATE LIMITED,DIPP263179,RECOGNISED,U62099ME2026PTC474528,Validation,Nagpur,Maharashtra,AI,Machine Learning,https://NA,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://na/
Call log:
  - navigating to ""https://na/"", waiting until ""domcontentloaded""
"
6a0d9e73e4b061f008c71ec4,A&amp;A FIBRE &amp; WIRELESS SERVICES PRIVATE LIMITED,DIPP262906,RECOGNISED,U61201ME2026PTC473631,Prototype,Nagpur,Maharashtra,Telecommunication & Networking,Network Technology Solutions,https://www.thecompanycheck.com/company/aa-fibre-wireless-services-private-limited/U61201ME2026PTC473631,,,,OK,john@company.com; name@company.com; support@thecompanycheck.com,+91 7452302757; +91 7817915094; +91 7866008752; +91 8988943213; +91 9876543210; +91 9915764025,https://www.linkedin.com/company/the-company-check/,4,SUCCESS,
6a0c5505e4b07cca57a37f5c,ASHA TECHNOLOGY LABS PRIVATE LIMITED,DIPP257896,RECOGNISED,U62099MH2023PTC408670,EarlyTraction,Nagpur,Maharashtra,Computer Vision,Others,https://texturly.com,,,,OK,info@texturly.com,+91 6277131632; +91 7680673009; +91 7817915094; +91 7822542915,,4,SUCCESS,
6a0772efe4b07cca57a1fc41,SYNBUZZ TECHNOLOGIES PRIVATE LIMITED,DIPP262177,RECOGNISED,U62099MR2026PTC473402,Validation,Nagpur,Maharashtra,IT Services,Product Development,https://www.synbuzz.com,,,,OK,help@synbuzz.com,+91 7817915094; +91 9170309097; +91 9199229892; +91 9922989020,,3,SUCCESS,
6a05c061e4b07cca57a0e788,DENGANI BROTHERS LLP,DIPP255586,RECOGNISED,ACF-8822,Scaling,Nagpur,Maharashtra,Professional & Commercial Services,Others,https://www.dhobikaka.com,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_CERT_DATE_INVALID at https://www.dhobikaka.com/
Call log:
  - navigating to ""https://www.dhobikaka.com/"", waiting until ""domcontentloaded""
"
6a05acbde4b07cca57a0cdbc,SHRIJI DESIGN GLOBAL PRIVATE LIMITED,DIPP253710,RECOGNISED,U42102MH2026PTC467415,Scaling,Nagpur,Maharashtra,Design,Others,https://NOT AVAILABLE,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://NOT AVAILABLE
Call log:
  - navigating to ""https://NOT AVAILABLE"", waiting until ""domcontentloaded""
"
6a05ac2ae4b07cca57a0cccf,HIMALAYA CRYO ENGINEERING AND LIFECARE PRIVATE LIMITED,DIPP253688,RECOGNISED,U20111ME2026PTC473662,Validation,Nagpur,Maharashtra,Healthcare & Lifesciences,Healthcare Technology,https://himalayacryoengineering.com/,,,,OK,himalayacryo@gmail.com,+91 7496969728; +91 7888030161; +91 9021115162; +91 9196898772; +91 9689877212; +91 9822472441,https://www.linkedin.com/company/himalaya-cryo-engineering-lifecare-private-limited/,4,SUCCESS,
6a05a3f4e4b07cca57a0bf7a,SRIORA PRIVATE LIMITED,DIPP253343,RECOGNISED,U10504ME2026PTC474113,Validation,Nagpur,Maharashtra,Agriculture,Dairy Farming,https://NA,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://na/
Call log:
  - navigating to ""https://na/"", waiting until ""domcontentloaded""
"
6a05a18de4b07cca57a0bc8d,AMBUFAST EMERGENCY SERVICES PRIVATE LIMITED,DIPP259579,RECOGNISED,U86909MH2024PTC436731,Prototype,Nagpur,Maharashtra,Enterprise Software,ERP,https://ambufast.in,,,,OK,cmd@hopehospital.com; your@email.com,+91 9192404919,,3,SUCCESS,
6a0487e4e4b07cca579edc21,LOTUS INTERIOR DESIGN STUDIO PRIVATE LIMITED,DIPP261391,RECOGNISED,U74102ME2026PTC474642,Prototype,Nagpur,Maharashtra,Architecture Interior Design,Others,https://NA,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://na/
Call log:
  - navigating to ""https://na/"", waiting until ""domcontentloaded""
"
6a045e88e4b07cca579ec046,ASH GLOBAL TECHNOLOGY LLP,DIPP261307,RECOGNISED,ACW-3950,Validation,Nagpur,Maharashtra,IT Services,IT Consulting,https://NA,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://na/
Call log:
  - navigating to ""https://na/"", waiting until ""domcontentloaded""
"
6a04415ee4b07cca579ea09b,MAA DURGA COTTON PRIVATE LIMITED,DIPP261221,RECOGNISED,U13111ME2026PTC474710,Prototype,Nagpur,Maharashtra,Agriculture,Others,https://NA,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://na/
Call log:
  - navigating to ""https://na/"", waiting until ""domcontentloaded""
"
6a040808e4b07cca579d96f9,LANG DATA SOLUTIONS PRIVATE LIMITED,DIPP261145,RECOGNISED,U62099ME2026PTC474634,Prototype,Nagpur,Maharashtra,IT Services,Product Development,https://NA,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://na/
Call log:
  - navigating to ""https://na/"", waiting until ""domcontentloaded""
"
6a01e67de4b07cca579caae0,career wealth,DIPP260579,RECOGNISED,U78100MH2024PTC435160,Validation,Nagpur,Maharashtra,Education,Others,https://www.careerwealth.in,,,,OK,,,,1,SUCCESS,
6a01d57ae4b07cca579ca3a2,JRST TECHNOLOGY LLP,DIPP260704,RECOGNISED,ACU-2289,EarlyTraction,Nagpur,Maharashtra,Technology Hardware,Semiconductor,https://www.jrsttechnology.com,,,,OK,india@jrsttechnology.com,+91 9766008274; +91 9766008275,https://www.linkedin.com/company/jiangsu-realilong-silicon-technology/; https://www.linkedin.com/in/harsh-maloo-7866902b3/; https://www.linkedin.com/in/mohammed-saif-zaveri-55045396/; https://www.linkedin.com/in/taiyeb-tahir-ali-92aa72384/,3,SUCCESS,
6a016be6e4b07cca579bfeb5,MM WEALTH MULTIFARMING INDIA PRIVATE LIMITED,DIPP260522,RECOGNISED,U46302ME2026PTC474185,Prototype,Nagpur,Maharashtra,Agriculture,Animal Husbandry,https://NA,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://na/
Call log:
  - navigating to ""https://na/"", waiting until ""domcontentloaded""
"
69fdce47e4b07cca579b27d7,GAUDHAN GAU SANSTHAN PRIVATE LIMITED,DIPP249476,RECOGNISED,U01499PN2025PTC247986,EarlyTraction,Nagpur,Maharashtra,Food & Beverages,Others,https://www.gaudhangauseva.com,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.gaudhangauseva.com/
Call log:
  - navigating to ""https://www.gaudhangauseva.com/"", waiting until ""domcontentloaded""
"
69fdc7f2e4b07cca579b22d1,JAYSIS ISPAT PRIVATE LIMITED,DIPP248949,RECOGNISED,U28999MH2023PTC398083,EarlyTraction,Nagpur,Maharashtra,Construction,Construction & Engineering,https://jaysis.ai,,,,OK,,,,0,ERROR,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://jaysis.ai/
Call log:
  - navigating to ""https://jaysis.ai/"", waiting until ""domcontentloaded""
"
69fdb610e4b07cca579b13c0,LOCATIONGURU TECHNOLOGIES PRIVATE LIMITED,DIPP247913,RECOGNISED,U62011MH2025PTC458975,EarlyTraction,Nagpur,Maharashtra,Enterprise Software,Enterprise Mobility,https://www.locationguru.com,,,,OK,contact@locationguru.com,+91 7387470922; +91 7388254420; +91 7388255871; +91 7388257220; +91 7388261399; +91 7388262000; +91 7388304035; +91 7388304779; +91 7389089283; +91 7389089769; +91 7393522349; +91 7393547489; +91 7393547578; +91 7393547708; +91 7395134374; +91 7395134621; +91 7395134739; +91 7397981967; +91 7397982055; +91 7398790879; +91 7398829279; +91 7398829488; +91 7398837998; +91 7399539468; +91 7399548490; +91 7399549350; +91 7399553221; +91 7399554274; +91 7399554346; +91 7407212305; +91 7440299784; +91 7442051612; +91 7442051614; +91 7496969728,https://www.linkedin.com/company/locationguru-solutions/,3,SUCCESS,
69fdad85e4b07cca579b0df5,NETINSIGNIA CONSULTANT PRIVATE LIMITED,DIPP260146,RECOGNISED,U70200MH2025PTC453044,EarlyTraction,Nagpur,Maharashtra,Advertising,AdTech,https://theinsigniac.com/,,,,OK,,,,1,SUCCESS,
69fc6eb5e4b07cca579a95a6,VIGILANT FORENSIC RESEARCH AND ANALYTICS PRIVATE LIMITED,DIPP259967,RECOGNISED,U69100PN2025PTC250064,Validation,Nagpur,Maharashtra,Security Solutions,Cyber Security,https://www.vigilantforensic.com,,,,OK,contact@vigilantforensics.com; name@email.com,+91 7682477967; +91 7682478676; +91 7817915094; +91 9511957687,,3,SUCCESS,
69fb3507e4b07cca579a2066,SAPTAK FOOD INDIA PRIVATE LIMITED,DIPP259805,RECOGNISED,U47219MH2024PTC430111,Validation,Nagpur,Maharashtra,Food & Beverages,Others,https://www.wisemeal.in,,,,OK,,+91 6051940983; +91 6064156806; +91 6120461217; +91 6163989717; +91 6164469533; +91 6204017859; +91 6258542146; +91 6302089321; +91 6308672744; +91 6310386802; +91 6346941785; +91 6404002872; +91 6515546743; +91 6518388431; +91 6523117178; +91 6576738182; +91 6582887315; +91 6585117859; +91 6595544417; +91 6619270570; +91 6619273847; +91 6665417859; +91 6709578178; +91 6777789070; +91 6780863151; +91 6821385561; +91 6834349047; +91 6922524796; +91 6922525124; +91 6922525451; +91 6957891191; +91 6980883472; +91 6980890026; +91 6980899856; +91 6980971946; +91 6980978500; +91 6981194578; +91 7005263918; +91 7017859144; +91 7034461910; +91 7037880685; +91 7050919543; +91 7050922820; +91 7051784618; +91 7051787895; +91 7058462155; +91 7059483690; +91 7085722845; +91 7097523417; +91 7142857142; +91 7150810928; +91 7201785914; +91 7203950021; +91 7214678216; +91 7253322835; +91 7355018178; +91 7490141193; +91 7495441785; +91 7503133730; +91 7563825178; +91 7636185788; +91 7639995117; +91 7675427020; +91 7682973098; +91 7709199440; +91 7719154497; +91 7743184788; +91 7763316071; +91 7789692471; +91 7793322277; +91 7793324681; +91 7801389178; +91 7862291243; +91 7866010205; +91 7866010218; +91 7880220945; +91 7927262410; +91 7958823915; +91 7974843491; +91 7999628509; +91 7999927991; +91 8007220297; +91 8079931949; +91 8084455586; +91 8122267816; +91 8148433296; +91 8186375709; +91 8237817368; +91 8316799812; +91 8327067164; +91 8335805317; +91 8357773527; +91 8384761111; +91 8425136762; +91 8425618448; +91 8547386490; +91 8568028201; +91 8571785914; +91 8675197178; +91 8678092592; +91 8696326973; +91 8717611217; +91 8747626940; +91 8760046178; +91 8871785914; +91 8896298380; +91 8899775115; +91 8907820791; +91 8922513629; +91 8922516906; +91 8924735300; +91 8924738576; +91 8924741853; +91 8928111785; +91 8944421785; +91 8962545927; +91 8976158178; +91 9002178591; +91 9008731652; +91 9008747053; +91 9008749346; +91 9034178591; +91 9164064000; +91 9215745178; +91 9321008859; +91 9325779351; +91 9349543748; +91 9351103504; +91 9416776548; +91 9416781725; +91 9422073823; +91 9453005933; +91 9454011515; +91 9454011711; +91 9463882907; +91 9467621785; +91 9483818762; +91 9527951785; +91 9543978317; +91 9549252120; +91 9581003773; +91 9585117859; +91 9595819852; +91 9681846952; +91 9704517859; +91 9722440325; +91 9834500781; +91 9837617504,,3,SUCCESS,
69fa1514e4b07cca5799c20d,VWX B2B (OPC) PRIVATE LIMITED,DIPP259625,RECOGNISED,U62012PN2025OPC238803,Scaling,Nagpur,Maharashtra,IT Services,Others,https://www.vwxb2b.site,,,,OK,,,,1,SUCCESS,
69f9c5e3e4b07cca5799a0f5,SOMOO PRIVATE LIMITED,DIPP259528,RECOGNISED,U47912ME2026PTC473456,Prototype,Nagpur,Maharashtra,Retail,Retail Technology,http://somoo.in/,,,,OK,info@somoo.in,+91 6691167610; +91 7152500000; +91 7507145267,,1,SUCCESS,
